Date,Product_Name,Keyword,Match_Type,Impressions,Clicks,Spend,Sales,Orders,Current_Bid,Actual_CPC,Suggested_Bid_Min,Suggested_Bid_Max,ACOS_Current,Target_ACOS_Goal,Conversion_Rate,CTR,Unit_Price,Competitor_Price,Inventory_Level,Day_Type,Optimal_Bid,My_Rating,Comp_Rating,Comp_Review_Count,Price_Gap,Rating_Gap
2026-01-09,Aloe vera juice,organic aloe vera,Phrase,1988,37,659.71,447,1,22.51,17.83,12.48,26.74,100.0,20.0,0.0508,0.019,447,455,241,Weekday,12.48,3.8,3.8,4827,-8,0.0
2026-01-09,Aloe vera juice,organic aloe vera,Broad,2010,30,1008.3,447,1,41.81,33.61,23.53,50.41,100.0,20.0,0.0437,0.0154,447,404,64,Weekday,23.53,3.8,3.9,4419,43,-0.10000000000000009
2026-01-09,Graviola,graviola capsules,Exact,1593,30,368.1,601,1,15.23,12.27,8.59,18.41,61.25,20.0,0.0487,0.0192,601,568,15,Weekday,8.59,4.0,3.9,677,33,0.10000000000000009
2026-01-09,Graviola,soursop extract,Phrase,3035,32,1056.96,601,1,41.82,33.03,23.12,49.55,100.0,20.0,0.0398,0.0109,601,619,206,Weekday,23.12,4.0,4.6,4001,-18,-0.5999999999999996
2026-01-09,Graviola,natural immunity booster,Broad,4210,28,923.72,601,1,38.65,32.99,23.09,49.48,100.0,20.0,0.041,0.0067,601,651,202,Weekday,23.09,4.0,4.7,1904,-50,-0.7000000000000002
2026-01-09,Eco ensulin,eco insulin liquid,Exact,1438,25,853.5,2418,2,37.58,34.14,23.9,51.21,35.3,20.0,0.0894,0.0174,1209,1203,113,Weekday,23.9,4.2,3.7,2058,6,0.5
2026-01-09,Eco ensulin,sugar control drink,Phrase,2062,37,1100.01,2418,2,39.42,29.73,20.81,44.59,45.49,20.0,0.0755,0.0182,1209,1204,287,Weekday,20.81,4.2,4.4,2334,5,-0.20000000000000018
2026-01-09,Eco ensulin,eco insulin liquid,Broad,3466,65,1175.2,4836,4,21.17,18.08,12.66,27.12,24.3,20.0,0.0764,0.0188,1209,1233,215,Weekday,18.47,4.2,4.5,2146,-24,-0.2999999999999998
2026-01-09,Curcumin C3,anti-inflammatory supplement,Exact,1586,31,602.33,954,1,24.08,19.43,13.6,29.14,63.14,20.0,0.0558,0.0198,954,912,259,Weekday,13.6,4.5,4.0,2151,42,0.5
2026-01-09,Curcumin C3,curcumin with piperine,Phrase,2376,28,1097.04,954,1,42.33,39.18,27.43,58.77,100.0,20.0,0.0654,0.0121,954,928,37,Weekday,27.43,4.5,3.6,4476,26,0.8999999999999999
2026-01-09,Curcumin C3,turmeric extract,Broad,1939,24,770.64,954,1,39.27,32.11,22.48,48.16,80.78,20.0,0.0452,0.0126,954,906,290,Weekday,22.48,4.5,4.5,1204,48,0.0
2026-01-09,Fruit Drink,energy booster drink,Exact,1641,32,602.56,590,1,25.09,18.83,13.18,28.24,100.0,20.0,0.0579,0.0199,590,629,274,Weekday,13.18,4.0,3.8,3518,-39,0.20000000000000018
2026-01-09,Fruit Drink,mixed fruit juice,Phrase,2902,69,2131.41,1770,3,36.05,30.89,21.62,46.34,100.0,20.0,0.0448,0.0241,590,558,282,Weekday,21.62,4.0,4.1,4065,32,-0.09999999999999964
2026-01-09,Fruit Drink,refreshing fruit punch,Broad,2831,56,1933.12,1180,2,44.19,34.52,24.16,51.78,100.0,20.0,0.0407,0.0201,590,557,92,Weekday,24.16,4.0,4.3,1735,33,-0.2999999999999998
2026-01-10,Aloe vera juice,aloe drink for health,Exact,6813,135,2442.15,1824,4,24.31,18.09,12.66,27.13,100.0,20.0,0.0324,0.0199,456,460,259,Weekend,12.66,3.8,4.7,718,-4,-0.9000000000000004
2026-01-10,Aloe vera juice,natural detox drink,Phrase,4182,59,1007.13,912,2,20.28,17.07,11.95,25.61,100.0,20.0,0.0447,0.0142,456,463,264,Weekend,11.95,3.8,4.1,3827,-7,-0.2999999999999998
2026-01-10,Aloe vera juice,natural detox drink,Broad,1841,19,460.18,0,0,32.77,24.22,16.95,36.33,0.0,20.0,0.0379,0.0108,456,435,221,Weekend,16.95,3.8,4.3,1207,21,-0.5
2026-01-10,Graviola,soursop extract,Exact,2257,38,1208.78,609,1,40.9,31.81,22.27,47.71,100.0,20.0,0.0402,0.0171,609,591,247,Weekend,22.27,4.0,4.4,2582,18,-0.40000000000000036
2026-01-10,Graviola,soursop extract,Phrase,1984,38,1168.5,609,1,36.31,30.75,21.52,46.12,100.0,20.0,0.0395,0.0195,609,644,11,Weekend,21.52,4.0,4.7,2971,-35,-0.7000000000000002
2026-01-10,Graviola,soursop extract,Broad,2645,64,1694.72,1827,3,28.93,26.48,18.54,39.72,92.76,20.0,0.0469,0.0244,609,598,138,Weekend,18.54,4.0,4.1,992,11,-0.09999999999999964
2026-01-10,Eco ensulin,ayurvedic insulin support,Exact,4566,43,1069.84,2402,2,30.84,24.88,17.42,37.32,44.54,20.0,0.0674,0.0095,1201,1155,31,Weekend,17.42,4.2,4.6,1830,46,-0.39999999999999947
2026-01-10,Eco ensulin,ayurvedic insulin support,Phrase,2217,14,406.56,1201,1,33.79,29.04,20.33,43.56,33.85,20.0,0.0952,0.0067,1201,1233,101,Weekend,22.87,4.2,3.6,4536,-32,0.6000000000000001
2026-01-10,Eco ensulin,sugar control drink,Broad,3057,39,1099.8,3603,3,35.2,28.2,19.74,42.3,30.52,20.0,0.0941,0.0128,1201,1222,54,Weekend,22.6,4.2,3.6,1067,-21,0.6000000000000001
2026-01-10,Curcumin C3,anti-inflammatory supplement,Exact,3371,30,472.8,950,1,21.97,15.76,11.03,23.64,49.77,20.0,0.0511,0.0091,950,941,82,Weekend,11.03,4.5,4.4,1905,9,0.09999999999999964
2026-01-10,Curcumin C3,turmeric extract,Phrase,3916,59,1382.37,2850,3,24.89,23.43,16.4,35.14,48.5,20.0,0.0568,0.0152,950,918,124,Weekend,16.4,4.5,4.0,969,32,0.5
2026-01-10,Curcumin C3,turmeric extract,Broad,5057,45,1266.75,1900,2,31.84,28.15,19.7,42.22,66.67,20.0,0.0619,0.009,950,969,245,Weekend,19.7,4.5,4.0,269,-19,0.5
2026-01-10,Fruit Drink,mixed fruit juice,Exact,2966,51,904.23,1803,3,22.86,17.73,12.41,26.59,50.15,20.0,0.059,0.0175,601,631,6,Weekend,12.41,4.0,3.7,4360,-30,0.2999999999999998
2026-01-10,Fruit Drink,mixed fruit juice,Phrase,6282,57,1263.69,601,1,28.94,22.17,15.52,33.26,100.0,20.0,0.0349,0.0092,601,570,10,Weekend,15.52,4.0,4.6,2006,31,-0.5999999999999996
2026-01-10,Fruit Drink,vitamin c drink,Broad,6469,51,1942.59,1202,2,41.93,38.09,26.66,57.14,100.0,20.0,0.0516,0.0079,601,617,115,Weekend,26.66,4.0,4.0,2627,-16,0.0
2026-01-11,Aloe vera juice,organic aloe vera,Exact,3566,37,744.81,898,2,22.15,20.13,14.09,30.2,82.94,20.0,0.0554,0.0106,449,463,34,Weekend,14.09,3.8,3.6,2023,-14,0.19999999999999973
2026-01-11,Aloe vera juice,natural detox drink,Phrase,5500,133,4565.89,2245,5,41.21,34.33,24.03,51.49,100.0,20.0,0.0439,0.0242,449,428,270,Weekend,24.03,3.8,4.0,3168,21,-0.20000000000000018
2026-01-11,Aloe vera juice,organic aloe vera,Broad,4871,117,3979.17,1347,3,37.72,34.01,23.81,51.02,100.0,20.0,0.0269,0.0241,449,418,45,Weekend,23.81,3.8,4.8,2206,31,-1.0
2026-01-11,Graviola,graviola capsules,Exact,2128,29,412.38,610,1,15.64,14.22,9.95,21.33,67.6,20.0,0.0484,0.014,610,574,28,Weekend,9.95,4.0,3.9,2712,36,0.10000000000000009
2026-01-11,Graviola,graviola fruit supplement,Phrase,2657,26,710.32,0,0,30.26,27.32,19.12,40.98,0.0,20.0,0.0311,0.01,610,581,268,Weekend,19.12,4.0,4.8,969,29,-0.7999999999999998
2026-01-11,Graviola,natural immunity booster,Broad,2638,32,903.36,610,1,38.98,28.23,19.76,42.34,100.0,20.0,0.0492,0.0123,610,602,128,Weekend,19.76,4.0,4.0,2967,8,0.0
2026-01-11,Eco ensulin,natural diabetic care,Exact,2173,22,696.08,2382,2,42.25,31.64,22.15,47.46,29.22,20.0,0.0923,0.0105,1191,1214,56,Weekend,22.15,4.2,3.7,2101,-23,0.5
2026-01-11,Eco ensulin,natural diabetic care,Phrase,3443,60,844.8,5955,5,15.15,14.08,9.86,21.12,14.19,20.0,0.0906,0.0174,1191,1217,246,Weekend,21.12,4.2,3.8,4742,-26,0.40000000000000036
2026-01-11,Eco ensulin,eco insulin liquid,Broad,2228,47,1505.88,4764,4,34.26,32.04,22.43,48.06,31.61,20.0,0.0854,0.0212,1191,1185,285,Weekend,22.43,4.2,3.9,3230,6,0.30000000000000027
2026-01-11,Curcumin C3,joint pain relief,Exact,4983,110,3558.5,4710,5,41.6,32.35,22.64,48.53,75.55,20.0,0.0471,0.0222,942,953,234,Weekend,22.64,4.5,4.7,1765,-11,-0.20000000000000018
2026-01-11,Curcumin C3,anti-inflammatory supplement,Phrase,3182,45,1366.2,1884,2,37.94,30.36,21.25,45.54,72.52,20.0,0.0532,0.0142,942,914,156,Weekend,21.25,4.5,4.2,1713,28,0.2999999999999998
2026-01-11,Curcumin C3,turmeric extract,Broad,2003,49,648.27,2826,3,17.91,13.23,9.26,19.84,22.94,20.0,0.0616,0.0249,942,938,49,Weekend,11.61,4.5,3.9,3354,4,0.6000000000000001
2026-01-11,Fruit Drink,mixed fruit juice,Exact,6106,139,3283.18,4840,8,33.61,23.62,16.53,35.43,67.83,20.0,0.0578,0.0229,605,603,234,Weekend,16.53,4.0,3.6,2569,2,0.3999999999999999
2026-01-11,Fruit Drink,refreshing fruit punch,Phrase,4644,97,2989.54,3025,5,33.31,30.82,21.57,46.23,98.83,20.0,0.0522,0.0209,605,607,248,Weekend,21.57,4.0,3.9,370,-2,0.10000000000000009
2026-01-11,Fruit Drink,energy booster drink,Broad,1624,30,926.1,605,1,39.73,30.87,21.61,46.3,100.0,20.0,0.0579,0.0189,605,584,183,Weekend,21.61,4.0,3.5,1342,21,0.5
2026-01-12,Aloe vera juice,pure aloe juice,Exact,2834,23,418.37,456,1,20.79,18.19,12.73,27.29,91.75,20.0,0.0544,0.0084,456,440,117,Weekday,12.73,3.8,3.5,4530,16,0.2999999999999998
2026-01-12,Aloe vera juice,aloe drink for health,Phrase,4538,62,2534.56,912,2,44.74,40.88,28.62,61.32,100.0,20.0,0.0377,0.0138,456,453,132,Weekday,28.62,3.8,4.4,2890,3,-0.6000000000000005
2026-01-12,Aloe vera juice,aloe drink for health,Broad,3415,31,1003.47,456,1,40.92,32.37,22.66,48.55,100.0,20.0,0.0354,0.0093,456,490,272,Weekday,22.66,3.8,4.7,305,-34,-0.9000000000000004
2026-01-12,Graviola,natural immunity booster,Exact,2362,27,640.17,590,1,27.63,23.71,16.6,35.56,100.0,20.0,0.0626,0.0115,590,616,56,Weekday,16.6,4.0,3.5,4180,-26,0.5
2026-01-12,Graviola,soursop extract,Phrase,1975,26,1060.8,0,0,44.61,40.8,28.56,61.2,0.0,20.0,0.0353,0.0134,590,563,199,Weekday,28.56,4.0,4.6,4446,27,-0.5999999999999996
2026-01-12,Graviola,soursop extract,Broad,2709,47,1491.78,1180,2,35.83,31.74,22.22,47.61,100.0,20.0,0.0433,0.0177,590,603,92,Weekday,22.22,4.0,4.4,2432,-13,-0.40000000000000036
2026-01-12,Eco ensulin,natural diabetic care,Exact,2459,21,515.76,1204,1,28.69,24.56,17.19,36.84,42.84,20.0,0.0805,0.0089,1204,1209,180,Weekday,19.38,4.2,4.2,1127,-5,0.0
2026-01-12,Eco ensulin,eco insulin liquid,Phrase,3570,80,2105.6,8428,7,33.45,26.32,18.42,39.48,24.98,20.0,0.0913,0.0226,1204,1197,242,Weekday,21.99,4.2,3.6,4351,7,0.6000000000000001
2026-01-12,Eco ensulin,sugar control drink,Broad,3633,24,709.44,2408,2,33.86,29.56,20.69,44.34,29.46,20.0,0.0844,0.0069,1204,1228,95,Weekday,20.69,4.2,4.1,2624,-24,0.10000000000000053
2026-01-12,Curcumin C3,anti-inflammatory supplement,Exact,2167,36,496.08,1882,2,19.58,13.78,9.65,20.67,26.36,20.0,0.0628,0.0167,941,969,70,Weekday,11.82,4.5,4.0,2497,-28,0.5
2026-01-12,Curcumin C3,anti-inflammatory supplement,Phrase,3017,45,822.15,1882,2,20.17,18.27,12.79,27.41,43.68,20.0,0.0614,0.0151,941,935,160,Weekday,12.79,4.5,3.9,3238,6,0.6000000000000001
2026-01-12,Curcumin C3,joint pain relief,Broad,2024,49,1821.33,2823,3,42.95,37.17,26.02,55.76,64.52,20.0,0.0675,0.0247,941,956,271,Weekday,26.02,4.5,3.7,4593,-15,0.7999999999999998
2026-01-12,Fruit Drink,energy booster drink,Exact,2920,45,970.2,597,1,30.18,21.56,15.09,32.34,100.0,20.0,0.0345,0.0156,597,562,297,Weekday,15.09,4.0,4.6,1709,35,-0.5999999999999996
2026-01-12,Fruit Drink,mixed fruit juice,Phrase,1752,30,457.8,597,1,21.3,15.26,10.68,22.89,76.68,20.0,0.0393,0.0173,597,630,102,Weekday,10.68,4.0,4.7,4788,-33,-0.7000000000000002
2026-01-12,Fruit Drink,vitamin c drink,Broad,3117,31,739.35,597,1,26.34,23.85,16.7,35.78,100.0,20.0,0.0534,0.0102,597,551,150,Weekday,16.7,4.0,3.6,996,46,0.3999999999999999
2026-01-13,Aloe vera juice,organic aloe vera,Exact,2033,23,550.85,0,0,28.85,23.95,16.76,35.92,0.0,20.0,0.0373,0.0117,459,432,149,Weekday,16.76,3.8,4.3,4431,27,-0.5
2026-01-13,Aloe vera juice,pure aloe juice,Phrase,2955,65,1508.65,918,2,26.85,23.21,16.25,34.81,100.0,20.0,0.0458,0.0221,459,497,36,Weekday,16.25,3.8,4.2,4764,-38,-0.40000000000000036
2026-01-13,Aloe vera juice,natural detox drink,Broad,2537,19,322.62,0,0,19.46,16.98,11.89,25.47,0.0,20.0,0.0505,0.0078,459,444,43,Weekday,11.89,3.8,3.7,4342,15,0.09999999999999964
2026-01-13,Graviola,soursop extract,Exact,1774,32,1081.6,607,1,35.89,33.8,23.66,50.7,100.0,20.0,0.0605,0.018,607,652,71,Weekday,23.66,4.0,3.7,2571,-45,0.2999999999999998
2026-01-13,Graviola,graviola capsules,Phrase,2742,64,1704.96,607,1,32.89,26.64,18.65,39.96,100.0,20.0,0.0297,0.0235,607,564,118,Weekday,18.65,4.0,4.8,2509,43,-0.7999999999999998
2026-01-13,Graviola,graviola capsules,Broad,3752,72,1637.28,1214,2,30.76,22.74,15.92,34.11,100.0,20.0,0.0402,0.0192,607,629,289,Weekday,15.92,4.0,4.6,2265,-22,-0.5999999999999996
2026-01-13,Eco ensulin,natural diabetic care,Exact,2901,53,1205.75,4784,4,31.42,22.75,15.92,34.12,25.2,20.0,0.0857,0.0185,1196,1233,158,Weekday,20.5,4.2,4.1,4129,-37,0.10000000000000053
2026-01-13,Eco ensulin,eco insulin liquid,Phrase,1307,31,858.39,2392,2,31.12,27.69,19.38,41.54,35.89,20.0,0.0785,0.024,1196,1241,214,Weekday,19.38,4.2,4.5,2426,-45,-0.2999999999999998
2026-01-13,Eco ensulin,ayurvedic insulin support,Broad,2337,22,557.7,1196,1,32.46,25.35,17.75,38.03,46.63,20.0,0.0846,0.0095,1196,1162,142,Weekday,20.24,4.2,3.8,329,34,0.40000000000000036
2026-01-13,Curcumin C3,anti-inflammatory supplement,Exact,3339,82,2356.68,4720,5,32.33,28.74,20.12,43.11,49.93,20.0,0.0699,0.0247,944,943,53,Weekday,20.12,4.5,3.5,4880,1,1.0
2026-01-13,Curcumin C3,anti-inflammatory supplement,Phrase,3298,23,472.88,944,1,27.02,20.56,14.39,30.84,50.09,20.0,0.0585,0.007,944,909,81,Weekday,14.39,4.5,3.9,1589,35,0.6000000000000001
2026-01-13,Curcumin C3,anti-inflammatory supplement,Broad,2571,43,1463.72,1888,2,36.89,34.04,23.83,51.06,77.53,20.0,0.0644,0.0169,944,908,97,Weekday,23.83,4.5,3.6,3174,36,0.8999999999999999
2026-01-13,Fruit Drink,vitamin c drink,Exact,3993,39,1058.46,590,1,29.2,27.14,19.0,40.71,100.0,20.0,0.0414,0.0099,590,564,133,Weekday,19.0,4.0,4.3,4394,26,-0.2999999999999998
2026-01-13,Fruit Drink,energy booster drink,Phrase,1978,15,368.25,0,0,34.9,24.55,17.18,36.83,0.0,20.0,0.0589,0.0076,590,639,294,Weekday,17.18,4.0,3.8,3464,-49,0.20000000000000018
2026-01-13,Fruit Drink,energy booster drink,Broad,3250,29,1022.54,590,1,38.43,35.26,24.68,52.89,100.0,20.0,0.037,0.009,590,560,284,Weekday,24.68,4.0,4.5,2110,30,-0.5
2026-01-14,Aloe vera juice,pure aloe juice,Exact,1424,27,506.52,0,0,26.16,18.76,13.13,28.14,0.0,20.0,0.0366,0.0194,457,463,258,Weekday,13.13,3.8,4.5,2288,-6,-0.7000000000000002
2026-01-14,Aloe vera juice,aloe drink for health,Phrase,4498,98,3024.28,1371,3,41.47,30.86,21.6,46.29,100.0,20.0,0.0383,0.0218,457,480,146,Weekday,21.6,3.8,4.5,4226,-23,-0.7000000000000002
2026-01-14,Aloe vera juice,organic aloe vera,Broad,3340,23,854.22,457,1,44.11,37.14,26.0,55.71,100.0,20.0,0.0438,0.0071,457,475,120,Weekday,26.0,3.8,4.2,2646,-18,-0.40000000000000036
2026-01-14,Graviola,graviola capsules,Exact,3982,29,816.35,598,1,29.97,28.15,19.7,42.22,100.0,20.0,0.0365,0.0073,598,603,126,Weekday,19.7,4.0,4.7,4614,-5,-0.7000000000000002
2026-01-14,Graviola,graviola capsules,Phrase,3337,80,2500.8,1794,3,33.48,31.26,21.88,46.89,100.0,20.0,0.045,0.024,598,628,99,Weekday,21.88,4.0,4.4,2778,-30,-0.40000000000000036
2026-01-14,Graviola,graviola capsules,Broad,2791,68,1757.8,1196,2,35.39,25.85,18.09,38.78,100.0,20.0,0.0414,0.0244,598,592,26,Weekday,18.09,4.0,4.4,4459,6,-0.40000000000000036
2026-01-14,Eco ensulin,sugar control drink,Exact,3725,45,1574.55,4836,4,43.82,34.99,24.49,52.48,32.56,20.0,0.0897,0.0123,1209,1186,52,Weekday,24.49,4.2,3.6,355,23,0.6000000000000001
2026-01-14,Eco ensulin,sugar control drink,Phrase,1204,9,337.5,0,0,42.44,37.5,26.25,56.25,0.0,20.0,0.076,0.0078,1209,1229,16,Weekday,26.25,4.2,4.5,1622,-20,-0.2999999999999998
2026-01-14,Eco ensulin,sugar control drink,Broad,2304,16,375.68,1209,1,28.26,23.48,16.44,35.22,31.07,20.0,0.0888,0.0071,1209,1217,279,Weekday,21.47,4.2,3.8,3212,-8,0.40000000000000036
2026-01-14,Curcumin C3,anti-inflammatory supplement,Exact,4350,106,3715.3,5748,6,40.77,35.05,24.53,52.57,64.64,20.0,0.0655,0.0245,958,913,205,Weekday,24.53,4.5,3.5,2667,45,1.0
2026-01-14,Curcumin C3,joint pain relief,Phrase,3503,36,564.84,958,1,21.85,15.69,10.98,23.54,58.96,20.0,0.0531,0.0104,958,949,258,Weekday,10.98,4.5,4.3,1060,9,0.20000000000000018
2026-01-14,Curcumin C3,curcumin with piperine,Broad,3674,64,2154.24,3832,4,35.72,33.66,23.56,50.49,56.22,20.0,0.0709,0.0175,958,967,27,Weekday,23.56,4.5,3.5,1357,-9,1.0
2026-01-14,Fruit Drink,mixed fruit juice,Exact,4087,93,2296.17,1806,3,32.79,24.69,17.28,37.04,100.0,20.0,0.0339,0.0228,602,561,161,Weekday,17.28,4.0,4.6,2527,41,-0.5999999999999996
2026-01-14,Fruit Drink,vitamin c drink,Phrase,4298,107,2833.36,2408,4,36.28,26.48,18.54,39.72,100.0,20.0,0.0409,0.025,602,571,115,Weekday,18.54,4.0,4.3,1592,31,-0.2999999999999998
2026-01-14,Fruit Drink,refreshing fruit punch,Broad,1708,15,423.45,0,0,39.06,28.23,19.76,42.34,0.0,20.0,0.0577,0.0092,602,579,260,Weekday,19.76,4.0,3.5,4886,23,0.5
2026-01-15,Aloe vera juice,pure aloe juice,Exact,1567,10,173.6,0,0,20.45,17.36,12.15,26.04,0.0,20.0,0.043,0.0067,441,471,101,Weekday,12.15,3.8,4.3,2721,-30,-0.5
2026-01-15,Aloe vera juice,aloe drink for health,Phrase,2037,28,1000.16,441,1,41.88,35.72,25.0,53.58,100.0,20.0,0.0549,0.0142,441,450,140,Weekday,25.0,3.8,3.6,181,-9,0.19999999999999973
2026-01-15,Aloe vera juice,organic aloe vera,Broad,2056,47,1094.63,882,2,30.22,23.29,16.3,34.94,100.0,20.0,0.0439,0.0229,441,480,231,Weekday,16.3,3.8,4.3,2900,-39,-0.5
2026-01-15,Graviola,soursop extract,Exact,3921,89,1634.93,1773,3,23.77,18.37,12.86,27.55,92.21,20.0,0.0423,0.0229,591,594,157,Weekday,12.86,4.0,4.4,4061,-3,-0.40000000000000036
2026-01-15,Graviola,graviola capsules,Phrase,3586,79,3098.38,1773,3,44.76,39.22,27.45,58.83,100.0,20.0,0.0384,0.0221,591,615,126,Weekday,27.45,4.0,4.7,3126,-24,-0.7000000000000002
2026-01-15,Graviola,natural immunity booster,Broad,2923,65,2109.9,1773,3,43.11,32.46,22.72,48.69,100.0,20.0,0.0584,0.0225,591,595,17,Weekday,22.72,4.0,3.6,1771,-4,0.3999999999999999
2026-01-15,Eco ensulin,ayurvedic insulin support,Exact,2604,31,616.59,2408,2,26.11,19.89,13.92,29.84,25.61,20.0,0.0884,0.0121,1204,1168,108,Weekday,21.29,4.2,3.6,2056,36,0.6000000000000001
2026-01-15,Eco ensulin,eco insulin liquid,Phrase,1561,16,443.2,1204,1,30.61,27.7,19.39,41.55,36.81,20.0,0.0712,0.0103,1204,1176,53,Weekday,19.39,4.2,4.5,4679,28,-0.2999999999999998
2026-01-15,Eco ensulin,natural diabetic care,Broad,3048,33,1156.32,3612,3,42.88,35.04,24.53,52.56,32.01,20.0,0.0932,0.0108,1204,1216,73,Weekday,24.53,4.2,3.6,1617,-12,0.6000000000000001
2026-01-15,Curcumin C3,anti-inflammatory supplement,Exact,4034,92,2959.64,4785,5,43.13,32.17,22.52,48.26,61.85,20.0,0.0579,0.0229,957,916,188,Weekday,22.52,4.5,3.9,1145,41,0.6000000000000001
2026-01-15,Curcumin C3,turmeric extract,Phrase,2542,51,1454.01,2871,3,38.75,28.51,19.96,42.77,50.64,20.0,0.0624,0.0203,957,921,85,Weekday,19.96,4.5,3.7,2848,36,0.7999999999999998
2026-01-15,Curcumin C3,turmeric extract,Broad,2755,38,639.54,1914,2,18.47,16.83,11.78,25.24,33.41,20.0,0.0712,0.014,957,969,215,Weekday,13.63,4.5,3.5,2773,-12,1.0
2026-01-15,Fruit Drink,vitamin c drink,Exact,2006,45,1793.25,1218,2,44.9,39.85,27.89,59.78,100.0,20.0,0.0497,0.0229,609,566,293,Weekday,27.89,4.0,3.8,4363,43,0.20000000000000018
2026-01-15,Fruit Drink,energy booster drink,Phrase,1571,25,502.75,609,1,22.88,20.11,14.08,30.16,82.55,20.0,0.0598,0.0165,609,627,242,Weekday,14.08,4.0,3.6,4676,-18,0.3999999999999999
2026-01-15,Fruit Drink,refreshing fruit punch,Broad,4191,52,1167.92,1218,2,27.07,22.46,15.72,33.69,95.89,20.0,0.0426,0.0126,609,635,60,Weekday,15.72,4.0,4.5,3230,-26,-0.5
2026-01-16,Aloe vera juice,pure aloe juice,Exact,3606,59,859.04,456,1,20.62,14.56,10.19,21.84,100.0,20.0,0.0315,0.0164,456,471,278,Weekday,10.19,3.8,4.8,183,-15,-1.0
2026-01-16,Aloe vera juice,aloe drink for health,Phrase,3711,92,3012.08,1824,4,34.54,32.74,22.92,49.11,100.0,20.0,0.0494,0.0249,456,490,298,Weekday,22.92,3.8,4.0,3514,-34,-0.20000000000000018
2026-01-16,Aloe vera juice,natural detox drink,Broad,4169,31,981.77,456,1,37.37,31.67,22.17,47.51,100.0,20.0,0.0463,0.0075,456,499,111,Weekday,22.17,3.8,4.2,2033,-43,-0.40000000000000036
2026-01-16,Graviola,graviola capsules,Exact,2877,48,647.52,1202,2,17.15,13.49,9.44,20.23,53.87,20.0,0.0577,0.0168,601,598,75,Weekday,9.44,4.0,3.6,4333,3,0.3999999999999999
2026-01-16,Graviola,graviola capsules,Phrase,3393,37,678.58,601,1,24.24,18.34,12.84,27.51,100.0,20.0,0.0351,0.011,601,572,184,Weekday,12.84,4.0,4.6,1924,29,-0.5999999999999996
2026-01-16,Graviola,natural immunity booster,Broad,3617,65,1236.3,1202,2,25.99,19.02,13.31,28.53,100.0,20.0,0.0461,0.0182,601,582,223,Weekday,13.31,4.0,4.1,1823,19,-0.09999999999999964
2026-01-16,Eco ensulin,natural diabetic care,Exact,3541,46,884.58,4788,4,27.45,19.23,13.46,28.84,18.47,20.0,0.0885,0.0132,1197,1182,127,Weekday,21.19,4.2,3.7,1595,15,0.5
2026-01-16,Eco ensulin,ayurvedic insulin support,Phrase,3132,41,669.53,3591,3,19.87,16.33,11.43,24.49,18.64,20.0,0.0894,0.0131,1197,1231,234,Weekday,21.4,4.2,3.9,2084,-34,0.30000000000000027
2026-01-16,Eco ensulin,natural diabetic care,Broad,2110,38,737.58,3591,3,22.08,19.41,13.59,29.12,20.54,20.0,0.0814,0.0181,1197,1191,168,Weekday,19.49,4.2,4.1,4402,6,0.10000000000000053
2026-01-16,Curcumin C3,curcumin with piperine,Exact,2080,13,359.06,0,0,32.83,27.62,19.33,41.43,0.0,20.0,0.0604,0.0066,941,945,19,Weekday,19.33,4.5,4.0,527,-4,0.5
2026-01-16,Curcumin C3,joint pain relief,Phrase,2579,38,973.94,1882,2,31.27,25.63,17.94,38.45,51.75,20.0,0.0644,0.0148,941,905,270,Weekday,17.94,4.5,3.6,325,36,0.8999999999999999
2026-01-16,Curcumin C3,anti-inflammatory supplement,Broad,1704,41,776.95,1882,2,24.37,18.95,13.26,28.42,41.28,20.0,0.0679,0.0246,941,960,94,Weekday,13.26,4.5,3.7,1109,-19,0.7999999999999998
2026-01-16,Fruit Drink,mixed fruit juice,Exact,3052,28,446.32,604,1,19.09,15.94,11.16,23.91,73.89,20.0,0.0497,0.0093,604,561,275,Weekday,11.16,4.0,3.8,546,43,0.20000000000000018
2026-01-16,Fruit Drink,refreshing fruit punch,Phrase,2704,52,700.44,1208,2,17.87,13.47,9.43,20.21,57.98,20.0,0.0478,0.0193,604,562,59,Weekday,9.43,4.0,3.9,223,42,0.10000000000000009
2026-01-16,Fruit Drink,mixed fruit juice,Broad,3661,58,1279.48,1208,2,27.63,22.06,15.44,33.09,100.0,20.0,0.0361,0.0159,604,565,40,Weekday,15.44,4.0,4.5,1092,39,-0.5
2026-01-17,Aloe vera juice,organic aloe vera,Exact,3601,86,1952.2,1816,4,23.99,22.7,15.89,34.05,100.0,20.0,0.0528,0.024,454,482,140,Weekend,15.89,3.8,3.8,4723,-28,0.0
2026-01-17,Aloe vera juice,pure aloe juice,Phrase,5032,122,3456.26,1362,3,38.93,28.33,19.83,42.49,100.0,20.0,0.0306,0.0243,454,420,154,Weekend,19.83,3.8,4.6,3290,34,-0.7999999999999998
2026-01-17,Aloe vera juice,organic aloe vera,Broad,3739,52,1155.96,454,1,25.82,22.23,15.56,33.34,100.0,20.0,0.0374,0.0141,454,488,109,Weekend,15.56,3.8,4.6,4525,-34,-0.7999999999999998
2026-01-17,Graviola,soursop extract,Exact,2847,56,1440.88,1184,2,27.2,25.73,18.01,38.59,100.0,20.0,0.0498,0.02,592,630,87,Weekend,18.01,4.0,4.2,2181,-38,-0.20000000000000018
