Date,Product_Name,Match_Type,Impressions,Clicks,Spend,Sales,Orders,Current_Bid,Actual_CPC,Suggested_Bid_Min,Suggested_Bid_Max,ACOS_Current,Target_ACOS_Goal,Conversion_Rate,CTR,Competitor_Price,Inventory_Level,Day_Type,Optimal_Bid,My_Rating,Comp_Rating,Comp_Review_Count,Price_Gap,Rating_Gap
2026-01-09,Fruit Drink,Broad,2082,51,1076.61,1192,2,27.51,21.11,14.78,31.66,90.32,20.0,0.0519,0.025,555,96,Weekday,14.78,4.0,3.7,4947,41,0.2999999999999998
2026-01-10,Aloe vera juice,Exact,5065,108,4205.52,1335,3,44.25,38.94,27.26,58.41,315.02,20.0,0.0283,0.0214,408,20,Weekend,27.26,3.8,4.7,2867,37,-0.9000000000000004
2026-01-10,Aloe vera juice,Phrase,4292,52,1189.24,890,2,27.61,22.87,16.01,34.3,133.62,20.0,0.0513,0.0122,438,226,Weekend,16.01,3.8,3.7,2225,7,0.09999999999999964
2026-01-10,Aloe vera juice,Broad,2244,23,378.81,445,1,19.89,16.47,11.53,24.7,85.13,20.0,0.0556,0.0107,481,53,Weekend,11.53,3.8,3.7,4441,-36,0.09999999999999964
2026-01-10,Graviola,Exact,6153,94,2991.08,3010,5,44.9,31.82,22.27,47.73,99.37,20.0,0.0549,0.0153,591,34,Weekend,22.27,4.0,3.7,3510,11,0.2999999999999998
2026-01-10,Graviola,Phrase,2061,40,1101.6,602,1,30.9,27.54,19.28,41.31,182.99,20.0,0.0477,0.0198,639,17,Weekend,19.28,4.0,4.3,1334,-37,-0.2999999999999998
2026-01-10,Graviola,Broad,3202,19,570.76,0,0,36.64,30.04,21.03,45.06,0.0,20.0,0.0432,0.0061,634,197,Weekend,21.03,4.0,4.5,946,-32,-0.5
2026-01-10,Eco ensulin,Exact,5628,95,1358.5,9552,8,19.88,14.3,10.01,21.45,14.22,20.0,0.0921,0.017,1235,145,Weekend,21.45,4.2,3.8,4139,-41,0.40000000000000036
2026-01-10,Eco ensulin,Phrase,5623,139,4778.82,10746,9,38.84,34.38,24.07,51.57,44.47,20.0,0.065,0.0248,1144,26,Weekend,24.07,4.2,4.7,765,50,-0.5
2026-01-10,Eco ensulin,Broad,5350,36,592.56,3582,3,19.1,16.46,11.52,24.69,16.54,20.0,0.0922,0.0068,1236,24,Weekend,22.02,4.2,3.8,4566,-42,0.40000000000000036
2026-01-10,Curcumin C3,Exact,3066,29,781.84,947,1,31.3,26.96,18.87,40.44,82.56,20.0,0.0453,0.0097,960,15,Weekend,18.87,4.5,4.8,4950,-13,-0.2999999999999998
2026-01-10,Curcumin C3,Phrase,6290,151,2692.33,6629,7,22.68,17.83,12.48,26.74,40.61,20.0,0.0509,0.024,916,105,Weekend,12.48,4.5,4.3,780,31,0.20000000000000018
2026-01-10,Curcumin C3,Broad,1909,38,1317.46,1894,2,38.83,34.67,24.27,52.01,69.56,20.0,0.0549,0.0203,916,136,Weekend,24.27,4.5,4.1,570,31,0.40000000000000036
2026-01-10,Fruit Drink,Exact,5801,127,4188.46,2985,5,38.08,32.98,23.09,49.47,140.32,20.0,0.04,0.0221,637,232,Weekend,23.09,4.0,4.7,3123,-40,-0.7000000000000002
2026-01-10,Fruit Drink,Phrase,4145,47,872.32,597,1,22.66,18.56,12.99,27.84,146.12,20.0,0.0394,0.0114,631,191,Weekend,12.99,4.0,4.7,4281,-34,-0.7000000000000002
2026-01-10,Fruit Drink,Broad,4408,29,460.81,597,1,18.55,15.89,11.12,23.84,77.19,20.0,0.0499,0.0066,596,59,Weekend,11.12,4.0,4.0,4259,1,0.0
2026-01-11,Aloe vera juice,Exact,3473,27,622.08,447,1,30.56,23.04,16.13,34.56,139.17,20.0,0.0511,0.0079,438,176,Weekend,16.13,3.8,3.7,2510,9,0.09999999999999964
2026-01-11,Aloe vera juice,Phrase,4436,71,2329.51,1341,3,37.44,32.81,22.97,49.22,173.71,20.0,0.0458,0.0162,485,293,Weekend,22.97,3.8,4.2,2163,-38,-0.40000000000000036
2026-01-11,Aloe vera juice,Broad,4836,112,2554.72,1341,3,31.51,22.81,15.97,34.21,190.51,20.0,0.0326,0.0232,473,140,Weekend,15.97,3.8,4.8,4856,-26,-1.0
2026-01-11,Graviola,Exact,5106,37,459.54,591,1,15.64,12.42,8.69,18.63,77.76,20.0,0.0396,0.0074,627,152,Weekend,8.69,4.0,4.7,1911,-36,-0.7000000000000002
2026-01-11,Graviola,Phrase,1779,11,198.99,0,0,22.64,18.09,12.66,27.13,0.0,20.0,0.0409,0.0063,640,123,Weekend,12.66,4.0,4.7,4340,-49,-0.7000000000000002
2026-01-11,Graviola,Broad,6505,69,1125.39,1773,3,19.66,16.31,11.42,24.46,63.47,20.0,0.0566,0.0107,577,61,Weekend,11.42,4.0,3.6,2749,14,0.3999999999999999
2026-01-11,Eco ensulin,Exact,3802,29,430.94,2400,2,17.97,14.86,10.4,22.29,17.96,20.0,0.0826,0.0077,1246,106,Weekend,19.82,4.2,4.3,4289,-46,-0.09999999999999964
2026-01-11,Eco ensulin,Phrase,3677,64,1693.44,4800,4,32.28,26.46,18.52,39.69,35.28,20.0,0.0686,0.0175,1166,109,Weekend,18.52,4.2,4.6,275,34,-0.39999999999999947
2026-01-11,Eco ensulin,Broad,3910,95,2013.05,8400,7,22.83,21.19,14.83,31.79,23.96,20.0,0.0766,0.0244,1246,280,Weekend,18.38,4.2,4.6,2898,-46,-0.39999999999999947
2026-01-11,Curcumin C3,Exact,6343,102,2248.08,5706,6,28.41,22.04,15.43,33.06,39.4,20.0,0.0631,0.0162,942,279,Weekend,15.43,4.5,3.8,4767,9,0.7000000000000002
2026-01-11,Curcumin C3,Phrase,2332,45,847.8,1902,2,22.68,18.84,13.19,28.26,44.57,20.0,0.0489,0.0196,980,131,Weekend,13.19,4.5,4.7,1017,-29,-0.20000000000000018
2026-01-11,Curcumin C3,Broad,2689,46,1363.44,1902,2,36.49,29.64,20.75,44.46,71.68,20.0,0.0493,0.0172,984,27,Weekend,20.75,4.5,4.7,4863,-33,-0.20000000000000018
2026-01-11,Fruit Drink,Exact,4968,74,2285.12,1797,3,37.47,30.88,21.62,46.32,127.16,20.0,0.045,0.015,629,165,Weekend,21.62,4.0,4.4,303,-30,-0.40000000000000036
2026-01-11,Fruit Drink,Phrase,4604,28,669.2,599,1,31.66,23.9,16.73,35.85,111.72,20.0,0.0406,0.0063,645,249,Weekend,16.73,4.0,4.7,2164,-46,-0.7000000000000002
2026-01-11,Fruit Drink,Broad,2617,50,913.0,1198,2,24.52,18.26,12.78,27.39,76.21,20.0,0.0452,0.0194,571,255,Weekend,12.78,4.0,4.1,3707,28,-0.09999999999999964
2026-01-12,Aloe vera juice,Exact,3545,35,972.3,453,1,39.57,27.78,19.45,41.67,214.64,20.0,0.037,0.01,483,27,Weekday,19.45,3.8,4.6,4516,-30,-0.7999999999999998
2026-01-12,Aloe vera juice,Phrase,2287,33,1022.34,453,1,41.71,30.98,21.69,46.47,225.68,20.0,0.0484,0.0146,497,137,Weekday,21.69,3.8,4.1,3175,-44,-0.2999999999999998
2026-01-12,Aloe vera juice,Broad,2288,47,917.91,453,1,22.6,19.53,13.67,29.3,202.63,20.0,0.0336,0.0206,409,211,Weekday,13.67,3.8,4.4,1599,44,-0.6000000000000005
2026-01-12,Graviola,Exact,2638,38,488.3,606,1,15.13,12.85,8.99,19.27,80.58,20.0,0.0468,0.0146,634,19,Weekday,8.99,4.0,4.3,1680,-28,-0.2999999999999998
2026-01-12,Graviola,Phrase,2705,63,1464.12,1818,3,31.61,23.24,16.27,34.86,80.53,20.0,0.0562,0.0236,608,287,Weekday,16.27,4.0,3.7,2144,-2,0.2999999999999998
2026-01-12,Graviola,Broad,1720,27,456.84,606,1,18.61,16.92,11.84,25.38,75.39,20.0,0.0401,0.0157,627,142,Weekday,11.84,4.0,4.6,4085,-21,-0.5999999999999996
2026-01-12,Eco ensulin,Exact,3336,40,562.4,3624,3,15.32,14.06,9.84,21.09,15.52,20.0,0.0754,0.0121,1222,73,Weekday,18.22,4.2,4.5,2611,-14,-0.2999999999999998
2026-01-12,Eco ensulin,Phrase,1860,15,202.35,1208,1,19.27,13.49,9.44,20.23,16.75,20.0,0.0848,0.0085,1236,203,Weekday,20.23,4.2,4.1,2991,-28,0.10000000000000053
2026-01-12,Eco ensulin,Broad,1873,33,726.99,2416,2,27.27,22.03,15.42,33.05,30.09,20.0,0.0848,0.0181,1256,214,Weekday,20.49,4.2,4.2,2434,-48,0.0
2026-01-12,Curcumin C3,Exact,2872,21,769.65,948,1,43.13,36.65,25.65,54.97,81.19,20.0,0.0638,0.0076,946,295,Weekday,25.65,4.5,3.8,4459,2,0.7000000000000002
2026-01-12,Curcumin C3,Phrase,1176,26,712.92,948,1,32.85,27.42,19.19,41.13,75.2,20.0,0.0625,0.0223,913,240,Weekday,19.19,4.5,3.7,4428,35,0.7999999999999998
2026-01-12,Curcumin C3,Broad,1193,10,298.0,0,0,36.68,29.8,20.86,44.7,0.0,20.0,0.0467,0.0086,955,67,Weekday,20.86,4.5,4.7,4750,-7,-0.20000000000000018
2026-01-12,Fruit Drink,Exact,3300,72,1596.96,1190,2,26.02,22.18,15.53,33.27,134.2,20.0,0.0384,0.0219,599,231,Weekday,15.53,4.0,4.6,2160,-4,-0.5999999999999996
2026-01-12,Fruit Drink,Phrase,1584,22,363.44,595,1,18.87,16.52,11.56,24.78,61.08,20.0,0.0555,0.014,630,247,Weekday,11.56,4.0,3.9,2475,-35,0.10000000000000009
2026-01-12,Fruit Drink,Broad,3516,48,539.04,1190,2,15.74,11.23,7.86,16.84,45.3,20.0,0.0537,0.0137,612,66,Weekday,7.86,4.0,3.9,2905,-17,0.10000000000000009
2026-01-13,Aloe vera juice,Exact,3717,34,809.88,453,1,31.82,23.82,16.67,35.73,178.78,20.0,0.0375,0.0093,408,288,Weekday,16.67,3.8,4.2,3314,45,-0.40000000000000036
2026-01-13,Aloe vera juice,Phrase,1476,36,739.8,453,1,26.92,20.55,14.38,30.83,163.31,20.0,0.0369,0.0247,482,187,Weekday,14.38,3.8,4.6,3432,-29,-0.7999999999999998
2026-01-13,Aloe vera juice,Broad,2373,29,528.09,453,1,25.31,18.21,12.75,27.32,116.58,20.0,0.0391,0.0124,484,257,Weekday,12.75,3.8,4.5,4070,-31,-0.7000000000000002
2026-01-13,Graviola,Exact,1409,17,407.15,0,0,25.33,23.95,16.76,35.92,0.0,20.0,0.0365,0.0127,615,20,Weekday,16.76,4.0,4.7,1171,-5,-0.7000000000000002
2026-01-13,Graviola,Phrase,3377,38,971.66,610,1,31.93,25.57,17.9,38.36,159.29,20.0,0.0351,0.0115,601,41,Weekday,17.9,4.0,4.7,267,9,-0.7000000000000002
2026-01-13,Graviola,Broad,2915,33,642.18,610,1,27.53,19.46,13.62,29.19,105.28,20.0,0.0573,0.0116,623,56,Weekday,13.62,4.0,3.7,2094,-13,0.2999999999999998
2026-01-13,Eco ensulin,Exact,1723,31,1068.57,2380,2,37.59,34.47,24.13,51.7,44.9,20.0,0.0776,0.0184,1226,157,Weekday,24.13,4.2,4.5,1143,-36,-0.2999999999999998
2026-01-13,Eco ensulin,Phrase,2222,28,792.4,2380,2,36.41,28.3,19.81,42.45,33.29,20.0,0.0916,0.0131,1166,264,Weekday,21.8,4.2,3.5,3576,24,0.7000000000000002
2026-01-13,Eco ensulin,Broad,2644,32,1077.76,2380,2,44.71,33.68,23.58,50.52,45.28,20.0,0.0707,0.0122,1197,127,Weekday,23.58,4.2,4.7,4033,-7,-0.5
2026-01-13,Curcumin C3,Exact,2638,29,915.53,940,1,34.61,31.57,22.1,47.36,97.4,20.0,0.0538,0.0113,918,13,Weekday,22.1,4.5,4.2,348,22,0.2999999999999998
2026-01-13,Curcumin C3,Phrase,2745,41,1192.69,1880,2,38.95,29.09,20.36,43.63,63.44,20.0,0.0491,0.0153,971,282,Weekday,20.36,4.5,4.7,2390,-31,-0.20000000000000018
2026-01-13,Curcumin C3,Broad,2787,61,775.31,2820,3,15.57,12.71,8.9,19.07,27.49,20.0,0.0631,0.0222,971,106,Weekday,11.86,4.5,4.0,4159,-31,0.5
2026-01-13,Fruit Drink,Exact,3848,65,2090.4,1779,3,36.61,32.16,22.51,48.24,117.5,20.0,0.0554,0.017,587,49,Weekday,22.51,4.0,3.7,1567,6,0.2999999999999998
2026-01-13,Fruit Drink,Phrase,3598,89,1035.96,2372,4,15.42,11.64,8.15,17.46,43.67,20.0,0.056,0.0248,633,51,Weekday,8.15,4.0,3.9,4130,-40,0.10000000000000009
2026-01-13,Fruit Drink,Broad,2326,29,525.19,593,1,21.77,18.11,12.68,27.16,88.56,20.0,0.0384,0.0128,577,78,Weekday,12.68,4.0,4.5,4952,16,-0.5
2026-01-14,Aloe vera juice,Exact,3072,34,939.42,460,1,38.39,27.63,19.34,41.45,204.22,20.0,0.0488,0.0113,428,254,Weekday,19.34,3.8,3.7,3401,32,0.09999999999999964
2026-01-14,Aloe vera juice,Phrase,2665,64,1036.8,920,2,21.45,16.2,11.34,24.3,112.7,20.0,0.0381,0.0242,481,278,Weekday,11.34,3.8,4.5,4021,-21,-0.7000000000000002
2026-01-14,Aloe vera juice,Broad,1746,26,835.64,460,1,36.3,32.14,22.5,48.21,181.66,20.0,0.0422,0.0149,442,66,Weekday,22.5,3.8,4.1,1489,18,-0.2999999999999998
2026-01-14,Graviola,Exact,3731,67,1038.5,1186,2,19.0,15.5,10.85,23.25,87.56,20.0,0.0445,0.0182,558,108,Weekday,10.85,4.0,4.1,4506,35,-0.09999999999999964
2026-01-14,Graviola,Phrase,2300,45,902.25,593,1,25.64,20.05,14.04,30.08,152.15,20.0,0.0398,0.0199,551,235,Weekday,14.04,4.0,4.3,4742,42,-0.2999999999999998
2026-01-14,Graviola,Broad,2089,47,1412.82,1186,2,35.45,30.06,21.04,45.09,119.12,20.0,0.0433,0.0228,566,6,Weekday,21.04,4.0,4.2,683,27,-0.20000000000000018
2026-01-14,Eco ensulin,Exact,1363,29,545.2,2402,2,23.48,18.8,13.16,28.2,22.7,20.0,0.0884,0.0215,1225,33,Weekday,21.23,4.2,3.9,402,-24,0.30000000000000027
2026-01-14,Eco ensulin,Phrase,2811,29,957.58,2402,2,36.35,33.02,23.11,49.53,39.87,20.0,0.085,0.0105,1211,300,Weekday,23.11,4.2,4.0,1137,-10,0.20000000000000018
2026-01-14,Eco ensulin,Broad,1655,33,768.57,2402,2,26.45,23.29,16.3,34.94,32.0,20.0,0.0827,0.0201,1188,68,Weekday,19.86,4.2,4.0,3672,13,0.20000000000000018
2026-01-14,Curcumin C3,Exact,2938,38,589.76,940,1,18.85,15.52,10.86,23.28,62.74,20.0,0.0525,0.0132,905,19,Weekday,10.86,4.5,4.2,3719,35,0.2999999999999998
2026-01-14,Curcumin C3,Phrase,4018,80,2759.2,3760,4,39.47,34.49,24.14,51.73,73.38,20.0,0.0541,0.0201,921,183,Weekday,24.14,4.5,4.2,2702,19,0.2999999999999998
2026-01-14,Curcumin C3,Broad,3352,47,699.36,2820,3,18.64,14.88,10.42,22.32,24.8,20.0,0.0679,0.0143,919,122,Weekday,12.77,4.5,3.5,1376,21,1.0
2026-01-14,Fruit Drink,Exact,2714,67,1571.82,2404,4,31.62,23.46,16.42,35.19,65.38,20.0,0.0625,0.0249,646,284,Weekday,16.42,4.0,3.6,1428,-45,0.3999999999999999
2026-01-14,Fruit Drink,Phrase,2312,17,318.41,0,0,25.66,18.73,13.11,28.09,0.0,20.0,0.0391,0.0075,632,218,Weekday,13.11,4.0,4.7,4764,-31,-0.7000000000000002
2026-01-14,Fruit Drink,Broad,1668,22,518.76,0,0,25.6,23.58,16.51,35.37,0.0,20.0,0.0359,0.0133,580,72,Weekday,16.51,4.0,4.6,761,21,-0.5999999999999996
2026-01-15,Aloe vera juice,Exact,1641,20,340.2,459,1,18.79,17.01,11.91,25.52,74.12,20.0,0.0513,0.0124,432,121,Weekday,11.91,3.8,3.6,1018,27,0.19999999999999973
2026-01-15,Aloe vera juice,Phrase,1896,20,456.8,0,0,26.39,22.84,15.99,34.26,0.0,20.0,0.0377,0.0109,416,128,Weekday,15.99,3.8,4.2,104,43,-0.40000000000000036
2026-01-15,Aloe vera juice,Broad,2760,52,1614.08,459,1,42.85,31.04,21.73,46.56,351.65,20.0,0.0324,0.0191,463,50,Weekday,21.73,3.8,4.7,4489,-4,-0.9000000000000004
2026-01-15,Graviola,Exact,3664,86,2506.9,1182,2,39.79,29.15,20.4,43.72,212.09,20.0,0.0302,0.0236,553,133,Weekday,20.4,4.0,4.8,3768,38,-0.7999999999999998
2026-01-15,Graviola,Phrase,3015,22,456.5,0,0,26.29,20.75,14.52,31.12,0.0,20.0,0.0345,0.0074,556,194,Weekday,14.52,4.0,4.6,4239,35,-0.5999999999999996
2026-01-15,Graviola,Broad,4158,88,1241.68,1773,3,16.33,14.11,9.88,21.16,70.03,20.0,0.0383,0.0212,594,179,Weekday,9.88,4.0,4.6,3759,-3,-0.5999999999999996
2026-01-15,Eco ensulin,Exact,2118,47,1662.39,3615,3,38.92,35.37,24.76,53.05,45.99,20.0,0.0715,0.0222,1160,53,Weekday,24.76,4.2,4.4,4430,45,-0.20000000000000018
2026-01-15,Eco ensulin,Phrase,1745,13,454.22,1205,1,37.33,34.94,24.46,52.41,37.69,20.0,0.0939,0.0076,1224,141,Weekday,24.46,4.2,3.6,3598,-19,0.6000000000000001
2026-01-15,Eco ensulin,Broad,2139,43,764.54,4820,4,20.94,17.78,12.45,26.67,15.86,20.0,0.0961,0.0203,1246,14,Weekday,23.16,4.2,3.6,3261,-41,0.6000000000000001
2026-01-15,Curcumin C3,Exact,1442,31,455.7,941,1,18.5,14.7,10.29,22.05,48.43,20.0,0.0514,0.0218,895,51,Weekday,10.29,4.5,4.2,759,46,0.2999999999999998
2026-01-15,Curcumin C3,Phrase,3588,61,1016.87,1882,2,19.61,16.67,11.67,25.01,54.03,20.0,0.0473,0.0171,934,142,Weekday,11.67,4.5,4.6,1768,7,-0.09999999999999964
2026-01-15,Curcumin C3,Broad,2381,58,2182.54,2823,3,42.01,37.63,26.34,56.45,77.31,20.0,0.0543,0.0246,944,19,Weekday,26.34,4.5,4.3,4484,-3,0.20000000000000018
2026-01-15,Fruit Drink,Exact,1921,46,1391.04,1214,2,36.07,30.24,21.17,45.36,114.58,20.0,0.0475,0.0242,562,70,Weekday,21.17,4.0,3.9,4958,45,0.10000000000000009
2026-01-15,Fruit Drink,Phrase,3212,68,1562.64,1821,3,27.5,22.98,16.09,34.47,85.81,20.0,0.0499,0.0214,606,80,Weekday,16.09,4.0,4.0,1338,1,0.0
2026-01-15,Fruit Drink,Broad,1890,41,908.15,607,1,30.4,22.15,15.5,33.22,149.61,20.0,0.0393,0.0219,640,284,Weekday,15.5,4.0,4.7,3749,-33,-0.7000000000000002
2026-01-16,Aloe vera juice,Exact,3163,65,1959.1,1326,3,38.17,30.14,21.1,45.21,147.75,20.0,0.0577,0.0209,479,292,Weekday,21.1,3.8,3.6,3559,-37,0.19999999999999973
2026-01-16,Aloe vera juice,Phrase,1496,29,822.73,442,1,37.49,28.37,19.86,42.55,186.14,20.0,0.044,0.02,442,163,Weekday,19.86,3.8,4.1,1996,0,-0.2999999999999998
2026-01-16,Aloe vera juice,Broad,3770,62,1207.14,1326,3,27.36,19.47,13.63,29.2,91.04,20.0,0.0509,0.0165,451,156,Weekday,13.63,3.8,3.8,225,-9,0.0
2026-01-16,Graviola,Exact,4257,39,840.84,593,1,29.24,21.56,15.09,32.34,141.79,20.0,0.0491,0.0094,584,63,Weekday,15.09,4.0,4.0,3248,9,0.0
2026-01-16,Graviola,Phrase,4579,59,934.56,1186,2,20.39,15.84,11.09,23.76,78.8,20.0,0.0387,0.0131,600,91,Weekday,11.09,4.0,4.6,3636,-7,-0.5999999999999996
2026-01-16,Graviola,Broad,1465,11,127.27,0,0,15.81,11.57,8.1,17.36,0.0,20.0,0.0467,0.0076,580,55,Weekday,8.1,4.0,4.1,525,13,-0.09999999999999964
2026-01-16,Eco ensulin,Exact,3188,44,1225.84,3597,3,39.6,27.86,19.5,41.79,34.08,20.0,0.0778,0.0141,1177,45,Weekday,19.5,4.2,4.2,756,22,0.0
2026-01-16,Eco ensulin,Phrase,2843,38,577.6,3597,3,19.17,15.2,10.64,22.8,16.06,20.0,0.079,0.0137,1189,284,Weekday,18.94,4.2,4.2,1047,10,0.0
2026-01-16,Eco ensulin,Broad,1846,31,680.45,2398,2,24.25,21.95,15.36,32.92,28.38,20.0,0.0864,0.0173,1223,32,Weekday,20.72,4.2,4.0,610,-24,0.20000000000000018
2026-01-16,Curcumin C3,Exact,3134,59,888.54,2823,3,17.61,15.06,10.54,22.59,31.48,20.0,0.0511,0.0191,892,299,Weekday,10.54,4.5,4.2,3159,49,0.2999999999999998
2026-01-16,Curcumin C3,Phrase,1463,8,292.16,0,0,39.43,36.52,25.56,54.78,0.0,20.0,0.0494,0.0061,975,248,Weekday,25.56,4.5,4.7,3684,-34,-0.20000000000000018
2026-01-16,Curcumin C3,Broad,2144,45,1400.4,1882,2,36.23,31.12,21.78,46.68,74.41,20.0,0.0614,0.0213,975,219,Weekday,21.78,4.5,4.1,918,-34,0.40000000000000036
2026-01-16,Fruit Drink,Exact,2506,46,1422.78,1200,2,40.58,30.93,21.65,46.39,118.56,20.0,0.0564,0.0184,564,72,Weekday,21.65,4.0,3.5,420,36,0.5
2026-01-16,Fruit Drink,Phrase,2844,35,1296.75,600,1,42.84,37.05,25.93,55.57,216.12,20.0,0.0374,0.0125,594,95,Weekday,25.93,4.0,4.6,360,6,-0.5999999999999996
2026-01-16,Fruit Drink,Broad,4234,40,1023.2,600,1,29.14,25.58,17.91,38.37,170.53,20.0,0.0457,0.0095,617,227,Weekday,17.91,4.0,4.3,2430,-17,-0.2999999999999998
2026-01-17,Aloe vera juice,Exact,4400,96,2113.92,2210,5,29.35,22.02,15.41,33.03,95.65,20.0,0.0534,0.0218,456,202,Weekend,15.41,3.8,3.7,4790,-14,0.09999999999999964
2026-01-17,Aloe vera juice,Phrase,2981,43,1480.06,884,2,38.61,34.42,24.09,51.63,167.43,20.0,0.0513,0.0145,415,218,Weekend,24.09,3.8,3.6,1988,27,0.19999999999999973
2026-01-17,Aloe vera juice,Broad,3374,33,806.19,0,0,32.29,24.43,17.1,36.64,0.0,20.0,0.0287,0.0099,409,296,Weekend,17.1,3.8,4.7,4604,33,-0.9000000000000004
2026-01-17,Graviola,Exact,4530,85,2556.8,1815,3,40.02,30.08,21.06,45.12,140.87,20.0,0.0373,0.0188,578,222,Weekend,21.06,4.0,4.5,4564,27,-0.5
2026-01-17,Graviola,Phrase,3165,66,828.3,1815,3,17.91,12.55,8.79,18.83,45.64,20.0,0.0517,0.0209,642,30,Weekend,8.79,4.0,4.1,4312,-37,-0.09999999999999964
2026-01-17,Graviola,Broad,4151,77,2601.83,1815,3,44.83,33.79,23.65,50.69,143.35,20.0,0.0516,0.0188,561,255,Weekend,23.65,4.0,3.7,2411,44,0.2999999999999998
2026-01-17,Eco ensulin,Exact,5233,89,2621.05,7260,6,31.15,29.45,20.61,44.17,36.1,20.0,0.0754,0.0172,1244,216,Weekend,20.61,4.2,4.6,2114,-34,-0.39999999999999947
2026-01-17,Eco ensulin,Phrase,5107,63,740.88,6050,5,15.04,11.76,8.23,17.64,12.25,20.0,0.0859,0.0124,1249,209,Weekend,17.64,4.2,4.1,1994,-39,0.10000000000000053
2026-01-17,Eco ensulin,Broad,5509,61,916.22,4840,4,18.32,15.02,10.51,22.53,18.93,20.0,0.0807,0.0112,1197,89,Weekend,19.53,4.2,4.1,1564,13,0.10000000000000053
2026-01-17,Curcumin C3,Exact,4026,31,585.59,960,1,24.36,18.89,13.22,28.34,61.0,20.0,0.0495,0.0079,995,82,Weekend,13.22,4.5,4.7,2627,-35,-0.20000000000000018
2026-01-17,Curcumin C3,Phrase,1809,35,838.95,1920,2,25.23,23.97,16.78,35.95,43.7,20.0,0.067,0.0197,1010,224,Weekend,16.78,4.5,3.9,2163,-50,0.6000000000000001
2026-01-17,Curcumin C3,Broad,2354,31,812.82,960,1,32.42,26.22,18.35,39.33,84.67,20.0,0.0488,0.0136,948,188,Weekend,18.35,4.5,4.5,4532,12,0.0
2026-01-17,Fruit Drink,Exact,3947,74,1747.88,1800,3,33.73,23.62,16.53,35.43,97.1,20.0,0.0453,0.0188,593,281,Weekend,16.53,4.0,4.2,3016,7,-0.20000000000000018
2026-01-17,Fruit Drink,Phrase,2082,50,1683.0,1200,2,35.85,33.66,23.56,50.49,140.25,20.0,0.0579,0.0243,619,169,Weekend,23.56,4.0,3.7,3545,-19,0.2999999999999998
2026-01-17,Fruit Drink,Broad,6461,148,2986.64,3000,5,21.53,20.18,14.13,30.27,99.55,20.0,0.0388,0.023,628,73,Weekend,14.13,4.0,4.7,4689,-28,-0.7000000000000002
2026-01-18,Aloe vera juice,Exact,5029,101,1941.22,1832,4,20.72,19.22,13.45,28.83,105.96,20.0,0.0463,0.0202,481,293,Weekend,13.45,3.8,4.1,646,-23,-0.2999999999999998
2026-01-18,Aloe vera juice,Phrase,5447,101,3237.05,1832,4,35.71,32.05,22.43,48.07,176.69,20.0,0.0449,0.0187,507,283,Weekend,22.43,3.8,4.3,2665,-49,-0.5
2026-01-18,Aloe vera juice,Broad,2115,14,265.44,0,0,22.86,18.96,13.27,28.44,0.0,20.0,0.0508,0.0066,486,28,Weekend,13.27,3.8,3.9,4938,-28,-0.10000000000000009
2026-01-18,Graviola,Exact,2053,34,487.9,609,1,17.86,14.35,10.04,21.52,80.11,20.0,0.0532,0.0168,581,162,Weekend,10.04,4.0,3.7,4422,28,0.2999999999999998
2026-01-18,Graviola,Phrase,7053,76,2369.68,2436,4,35.69,31.18,21.83,46.77,97.28,20.0,0.0528,0.0109,617,146,Weekend,21.83,4.0,3.9,3389,-8,0.10000000000000009
2026-01-18,Graviola,Broad,2316,34,1218.22,609,1,40.24,35.83,25.08,53.74,200.04,20.0,0.0403,0.0149,572,197,Weekend,25.08,4.0,4.3,2685,37,-0.2999999999999998
2026-01-18,Eco ensulin,Exact,5157,42,1074.78,3624,3,28.36,25.59,17.91,38.38,29.66,20.0,0.0944,0.0082,1252,104,Weekend,22.81,4.2,3.7,4492,-44,0.5
2026-01-18,Eco ensulin,Phrase,5580,107,2058.68,12080,10,25.04,19.24,13.47,28.86,17.04,20.0,0.0945,0.0192,1253,71,Weekend,22.83,4.2,3.7,2098,-45,0.5
2026-01-18,Eco ensulin,Broad,3612,58,1142.6,6040,5,23.05,19.7,13.79,29.55,18.92,20.0,0.0869,0.0161,1257,293,Weekend,21.0,4.2,4.1,244,-49,0.10000000000000053
2026-01-18,Curcumin C3,Exact,3361,63,2000.88,1890,2,40.74,31.76,22.23,47.64,105.87,20.0,0.0468,0.019,953,199,Weekend,22.23,4.5,4.7,844,-8,-0.20000000000000018
2026-01-18,Curcumin C3,Phrase,4779,38,979.64,945,1,34.64,25.78,18.05,38.67,103.67,20.0,0.0513,0.0081,978,168,Weekend,18.05,4.5,4.6,2304,-33,-0.09999999999999964
2026-01-18,Curcumin C3,Broad,3491,77,1545.39,3780,4,26.77,20.07,14.05,30.11,40.88,20.0,0.0612,0.0222,977,61,Weekend,14.05,4.5,4.1,190,-32,0.40000000000000036
2026-01-18,Fruit Drink,Exact,4270,74,1249.86,1806,3,23.23,16.89,11.82,25.34,69.21,20.0,0.0408,0.0174,650,266,Weekend,11.82,4.0,4.7,422,-48,-0.7000000000000002
2026-01-18,Fruit Drink,Phrase,4305,105,1663.2,3612,6,20.47,15.84,11.09,23.76,46.05,20.0,0.0579,0.0246,581,99,Weekend,11.09,4.0,3.5,2756,21,0.5
